"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-SAOUHSC_00183",9.9309427869725,0.609323872626168,0.505062024372113,1.21499199423961,0.224369144802075,0.62622432952221
"gene-SAOUHSC_00184",6.73005809190766,0.696293877711155,0.517384100767616,1.37537634668627,0.169014798184082,0.562260766109661
"gene-SAOUHSC_00185",3.79618195597315,-0.508136793041557,0.505729708574412,-1.01008651752037,0.312453841119591,0.705368837159514
"gene-SAOUHSC_00186",3.39895617664756,0.454888845773226,0.492697592112331,0.925241008384415,0.354840556622693,0.73494384778404
"gene-SAOUHSC_00187",1981.68628070626,0.155420494612194,0.4238283448842,0.366877227587722,0.713710598563068,0.929413182313827
"gene-SAOUHSC_00188",813.598737102735,0.116280199658464,0.479184912264429,0.242854255580717,0.808118303538528,0.959457884973363
"gene-SAOUHSC_00190",2.36828325634341,0.0825370962471056,0.516225540339157,0.158214785561204,0.874287553302009,0.979338632933664
"gene-SAOUHSC_00191",2.60602402594716,0.515416727704425,0.422407345116089,1.64900827658653,0.0991459391202476,0.460404714667405
"gene-SAOUHSC_00192",10.8995043584028,0.336235371123123,0.512183342938115,0.663506972872449,0.507005915159001,0.841736212657034
"gene-SAOUHSC_00195",10360.0726727037,1.65047042790474,0.512724207310641,3.43427148356418,0.000594148803178263,0.0360511915955925
"gene-SAOUHSC_00196",6292.14366478094,1.60769911672679,0.512213309503209,3.33272107444189,0.000860011142778211,0.0425125139943538
"gene-SAOUHSC_00197",1666.71561351756,1.44991210067706,0.503538630331509,2.9806412715511,0.00287645528635117,0.0857365331438448
"gene-SAOUHSC_00198",1864.93324470543,1.34322065262284,0.502506685124562,2.75343730537115,0.00589730642403384,0.132295289539788
"gene-SAOUHSC_00199",4231.03821484589,1.18047820128968,0.510894421371748,2.390447274981,0.0168278651536899,0.204843538502015
"gene-SAOUHSC_00200",7.41257064162223,0.187042305423544,0.501553821484048,0.370959104495437,0.710667991756838,0.928154958123058
"gene-SAOUHSC_00201",7.85684052297514,-0.00498608400980215,0.518346054232353,-0.00955315989410877,0.992377797151129,0.998446819290601
"gene-SAOUHSC_00202",0.84646730060101,-0.244916341205649,0.44180730181877,-0.507825563280411,0.611575680635736,NA
"gene-SAOUHSC_00203",3.8255024551717,-0.98193860172625,0.50686980975115,-1.90941498174373,0.0562085796318523,0.36615100751591
"gene-SAOUHSC_00204",124.538901471443,-0.0149157317847374,0.447876490073071,-0.033273869917792,0.973456191002995,0.996147194560696
"gene-SAOUHSC_00206",690.599911458729,0.26007458641196,0.436279829864008,0.596706744820268,0.550703188653289,0.869375640107303
"gene-SAOUHSC_00208",5.48983111799939,-0.554332492082041,0.480408111728654,-1.14391986411834,0.252656872220709,0.655685276594865
"gene-SAOUHSC_00209",48.3138347419667,0.355324466295131,0.411672998529377,0.863272251708024,0.387987796824673,0.756984615797383
"gene-SAOUHSC_00211",3.51636386291323,0.827424930947689,0.517728160031209,1.57591430902759,0.115045552860013,0.492985679053403
"gene-SAOUHSC_00213",7.59197487546366,-0.0299362837036695,0.445131499612407,-0.0675190299723526,0.946168512866715,0.993956430148055
"gene-SAOUHSC_00216",14.5157456769032,-0.372712165279708,0.47340098888863,-0.784367290965875,0.432824625370409,0.790283942632725
